# z  DH  sigDH  DM  sigDM  DV  sigDV
1.956783919597989918e+00 1.517918538951554410e+03 3.298306088577709971e+01 5.190395599994932127e+03 8.586462167065023721e+01 4.309207615492195146e+03 5.685753111550329209e+01
1.968643216080401936e+00 1.511167105951480835e+03 3.255625901895970031e+01 5.208357012361694615e+03 8.593875090736322875e+01 4.321425190874576401e+03 5.676927517061396600e+01
1.980502512562814177e+00 1.504498948243361610e+03 3.213333554023861183e+01 5.226238851276016248e+03 8.601090899830025194e+01 4.333597760393524368e+03 5.667964653486066595e+01
1.992361809045225973e+00 1.497913241940925445e+03 3.171497566203311536e+01 5.244042099438916921e+03 8.608114432285194084e+01 4.345726621547722971e+03 5.658908168675456807e+01
2.004221105527637992e+00 1.491409173018120327e+03 3.130189765990869688e+01 5.261767729839177264e+03 8.614950728204425445e+01 4.357813056836775104e+03 5.649803932092978442e+01
2.016080402010050232e+00 1.484985937254326927e+03 3.089485409612228395e+01 5.279416705869938596e+03 8.621605029410474685e+01 4.369858333995030989e+03 5.640700083990770253e+01
2.027939698492462473e+00 1.478642740176681627e+03 3.049463288638329317e+01 5.296989981444654404e+03 8.628082779098747324e+01 4.381863706222116889e+03 5.631647081845751757e+01
2.039798994974874269e+00 1.472378797001907515e+03 3.010205815997190015e+01 5.314488501112346057e+03 8.634389621584855945e+01 4.393830412412359692e+03 5.622697743383903912e+01
2.051658291457286509e+00 1.466193332575694512e+03 2.971799085582061295e+01 5.331913200172152756e+03 8.640531402146247331e+01 4.405759677381073743e+03 5.613907285437223749e+01
2.063517587939698306e+00 1.460085581311062924e+03 2.934332899013640272e+01 5.349265004787160251e+03 8.646514166956647784e+01 4.417652712088995031e+03 5.605333357823060680e+01
2.075376884422110546e+00 1.454054787124955055e+03 2.897900752410118130e+01 5.366544832097484687e+03 8.652344163111797570e+01 4.429510713864005083e+03 5.597036071363861254e+01
2.087236180904522342e+00 1.448100203373935074e+03 2.862599775451606732e+01 5.383753590332602471e+03 8.658027838744767735e+01 4.441334866620902176e+03 5.589078019128907471e+01
2.099095477386934583e+00 1.442221092788382293e+03 2.828530614461680770e+01 5.400892178922912535e+03 8.663571843228862690e+01 4.453126341078517726e+03 5.581524289877409473e+01
2.110954773869346823e+00 1.436416727405930033e+03 2.795797251052257337e+01 5.417961488610496417e+03 8.668983027465881719e+01 4.464886294974810880e+03 5.574442472684427941e+01
2.122814070351758620e+00 1.430686388503528633e+03 2.764506747821599220e+01 5.434962401559105274e+03 8.674268444257299393e+01 4.476615873279259176e+03 5.567902651653623280e+01
2.134673366834170416e+00 1.425029366528919127e+03 2.734768912996398527e+01 5.451895791463316527e+03 8.679435348755684743e+01 4.488316208403208293e+03 5.561977389599017840e+01
2.146532663316582656e+00 1.419444961031261755e+03 2.706695876786432819e+01 5.468762523656889243e+03 8.684491198993426053e+01 4.499988420407888952e+03 5.556741699574258320e+01
2.158391959798994897e+00 1.413932480590884779e+03 2.680401573579527152e+01 5.485563455220277319e+03 8.689443656485570955e+01 4.511633617209942713e+03 5.552273003100356874e+01
2.170251256281407137e+00 1.408491242748386185e+03 2.656001126222438202e+01 5.502299435087315032e+03 8.694300586903430883e+01 4.523252894784653108e+03 5.548651074003378625e+01
2.182110552763818934e+00 1.403120573933415017e+03 2.633610131265231047e+01 5.518971304151055847e+03 8.699070060815262195e+01 4.534847337367140426e+03 5.545957966766440705e+01
2.193969849246231174e+00 1.397819809392600519e+03 2.613343847554842014e+01 5.535579895368768121e+03 8.703760354490178486e+01 4.546418017650905313e+03 5.544277928421615798e+01
2.205829145728642970e+00 1.392588293117334842e+03 2.595316294529599332e+01 5.552126033866063153e+03 8.708379950761158739e+01 4.557965996984397862e+03 5.543697293060483133e+01
2.217688442211055211e+00 1.387425377770872046e+03 2.579639271177894244e+01 5.568610537040174677e+03 8.712937539942774379e+01 4.569492325564981911e+03 5.544304358196099969e+01
2.229547738693467007e+00 1.382330424615462789e+03 2.566421311510264403e+01 5.585034214662364320e+03 8.717442020799047953e+01 4.580998042631026692e+03 5.546189242374907025e+01
2.241407035175879248e+00 1.377302803438946739e+03 2.555766597257929007e+01 5.601397868979471241e+03 8.721902501556559173e+01 4.592484176651437338e+03 5.549443723602924905e+01
2.253266331658291488e+00 1.372341892481377499e+03 2.547773853208015638e+01 5.617702294814576817e+03 8.726328300957715101e+01 4.603951745513201786e+03 5.554161058433685128e+01
2.265125628140703284e+00 1.367447078361266449e+03 2.542535254362222474e+01 5.633948279666809867e+03 8.730728949348844026e+01 4.615401756706474771e+03 5.560435781762649299e+01
2.276984924623115525e+00 1.362617756001892985e+03 2.540135377012953910e+01 5.650136603810269662e+03 8.735114189797467077e+01 4.626835207507630003e+03 5.568363487742241347e+01
2.288844221105527321e+00 1.357853328557574287e+03 2.540650227000962502e+01 5.666268040392079456e+03 8.739493979232916843e+01 4.638253085160137744e+03 5.578040592489625737e+01
2.300703517587939562e+00 1.353153207339897563e+03 2.544146378019017973e+01 5.682343355529561450e+03 8.743878489604232129e+01 4.649656367053235044e+03 5.589564079661310103e+01
2.312562814070351802e+00 1.348516811743960716e+03 2.550680250307014774e+01 5.698363308406541364e+03 8.748278109048914075e+01 4.661046020898411371e+03 5.603031230282388719e+01
2.324422110552764043e+00 1.343943569174792628e+03 2.560297555800692493e+01 5.714328651368773535e+03 8.752703443065996680e+01 4.672423004903859692e+03 5.618539338634009539e+01
2.336281407035175839e+00 1.339432914973842799e+03 2.573032929631083832e+01 5.730240130018498348e+03 8.757165315686548013e+01 4.683788267946766609e+03 5.636185416325039199e+01
2.348140703517587635e+00 1.334984292345626272e+03 2.588909760509280034e+01 5.746098483308132018e+03 8.761674770634532194e+01 4.695142749743489730e+03 5.656065887073184228e+01
2.359999999999999876e+00 1.330597152284571393e+03 2.607940224193290035e+01 5.761904443633075061e+03 8.766243072470672359e+01 4.706487381017673215e+03 5.678276275005215012e+01
