0.000000000000000000e+00 6.678534150831910665e+01 3.028344434316334599e+00
1.185929648241206003e-02 6.721871343921520747e+01 2.921287912696382438e+00
2.371859296482412005e-02 6.765833323936385568e+01 2.816754365843654462e+00
3.557788944723618008e-02 6.810419771628221497e+01 2.714721093457838297e+00
4.743718592964824010e-02 6.855630285804181767e+01 2.615165695284746850e+00
5.929648241206029319e-02 6.901464383129314228e+01 2.518066213575117729e+00
7.115577889447236015e-02 6.947921497949937475e+01 2.423401297061206883e+00
8.301507537688442018e-02 6.995000982120836852e+01 2.331150389573691140e+00
9.487437185929648020e-02 7.042702104854652134e+01 2.241293946849153507e+00
1.067336683417085402e-01 7.091024052575085079e+01 2.153813685535959976e+00
1.185929648241205864e-01 7.139965928790115868e+01 2.068692868957628939e+00
1.304522613065326464e-01 7.189526753972131701e+01 1.985916634674032899e+00
1.423115577889447203e-01 7.239705465458246181e+01 1.905472369522791531e+00
1.541708542713567942e-01 7.290500917354620469e+01 1.827350138184446138e+00
1.660301507537688404e-01 7.341911880461520923e+01 1.751543171881971617e+00
1.778894472361808865e-01 7.393937042207653576e+01 1.678048423973541148e+00
1.897487437185929604e-01 7.446575006595776358e+01 1.606867199068368279e+00
2.016080402010050066e-01 7.499824294170684880e+01 1.538005861704366373e+00
2.134673366834170805e-01 7.553683341987016320e+01 1.471476629069927267e+00
2.253266331658291266e-01 7.608150503596334602e+01 1.407298449468903589e+00
2.371859296482411728e-01 7.663224049055861542e+01 1.345497963545950748e+00
2.490452261306532467e-01 7.718902164934661414e+01 1.286110537949247679e+00
2.609045226130652928e-01 7.775182954343836172e+01 1.229181350041368859e+00
2.727638190954773667e-01 7.832064436977998412e+01 1.174766486355589112e+00
2.846231155778894406e-01 7.889544549165475473e+01 1.122933995428230025e+00
2.964824120603015145e-01 7.947621143943433708e+01 1.073764805993979499e+00
3.083417085427135884e-01 8.006291991127909569e+01 1.027353384323966612e+00
3.202010050251256068e-01 8.065554777415127319e+01 9.838079601802771634e-01
3.320603015075376807e-01 8.125407106488091813e+01 9.432501034928483241e-01
3.439195979899497546e-01 8.185846499130639131e+01 9.058133914405155362e-01
3.557788944723617730e-01 8.246870393372046237e+01 8.716408830124626750e-01
3.676381909547738469e-01 8.308476144624000881e+01 8.408811352197660405e-01
3.794974874371859208e-01 8.370661025844310643e+01 8.136825785856112159e-01
3.913567839195979947e-01 8.433422227717164787e+01 7.901862419912585311e-01
4.032160804020100131e-01 8.496756858827575343e+01 7.705170862994256131e-01
4.150753768844220870e-01 8.560661945873835066e+01 7.547745485136608812e-01
4.269346733668341609e-01 8.625134433873790840e+01 7.430232453795616587e-01
4.387939698492461793e-01 8.690171186395309633e+01 7.352850279622575869e-01
4.506532663316582532e-01 8.755768985795111803e+01 7.315336009359897362e-01
4.625125628140703271e-01 8.821924533470883034e+01 7.316926507471058772e-01
4.743718592964823455e-01 8.888634450131939957e+01 7.356378923028080719e-01
4.862311557788944194e-01 8.955895276072988054e+01 7.432027781154226798e-01
4.980904522613064933e-01 9.023703471471708326e+01 7.541870109241886055e-01
5.099497487437185672e-01 9.092055416695075110e+01 7.683666297778916077e-01
5.218090452261305856e-01 9.160947412612767948e+01 7.855043747742898042e-01
5.336683417085426040e-01 9.230375680935139826e+01 8.053592381353721352e-01
5.455276381909547334e-01 9.300336364557006164e+01 8.276944684271863029e-01
5.573869346733667518e-01 9.370825527914348640e+01 8.522836827163797757e-01
5.692462311557788812e-01 9.441839157350477763e+01 8.789150673929793101e-01
5.811055276381910106e-01 9.513373161514027743e+01 9.073938679316243539e-01
5.929648241206030290e-01 9.585423371737124398e+01 9.375434808594483860e-01
6.048241206030150474e-01 9.657985542457936390e+01 9.692054904893039335e-01
6.166834170854271768e-01 9.731055351637223794e+01 1.002238968844070710e+00
6.285427135678391952e-01 9.804628401195077458e+01 1.036519305851686834e+00
6.404020100502512136e-01 9.878700217453661026e+01 1.071936777829472831e+00
6.522613065326632320e-01 9.953266251603054116e+01 1.108395006175745490e+00
6.641206030150753614e-01 1.002832188016654982e+02 1.145809411006373235e+00
6.759798994974873798e-01 1.010386240549123613e+02 1.184105727208116132e+00
6.878391959798995092e-01 1.017988305623839551e+02 1.223218622776983233e+00
6.996984924623114166e-01 1.025637898789937026e+02 1.263090439884857918e+00
7.115577889447235460e-01 1.033334528330960893e+02 1.303670065707447590e+00
7.234170854271355644e-01 1.041077695318635961e+02 1.344911931740974342e+00
7.352763819095476938e-01 1.048866893667072873e+02 1.386775134936829579e+00
7.471356783919597122e-01 1.056701610188647464e+02 1.429222671577648374e+00
7.589949748743718416e-01 1.064581324650735041e+02 1.472220773007147043e+00
7.708542713567839710e-01 1.072505509833899850e+02 1.515738332625370610e+00
7.827135678391959894e-01 1.080473631590793957e+02 1.559746413503453777e+00
7.945728643216080078e-01 1.088485148906947870e+02 1.604217826800754532e+00
8.064321608040200262e-01 1.096539513961870398e+02 1.649126772080902859e+00
8.182914572864321556e-01 1.104636172191803780e+02 1.694448531357060750e+00
8.301507537688441740e-01 1.112774562353515648e+02 1.740159209860498546e+00
8.420100502512563034e-01 1.120954116589273326e+02 1.786235517055380528e+00
8.538693467336683218e-01 1.129174260492436588e+02 1.832654582543051580e+00
8.657286432160804512e-01 1.137434413174760266e+02 1.879393801969840405e+00
8.775879396984923586e-01 1.145733987334715493e+02 1.926430708744237164e+00
8.894472361809044880e-01 1.154072389326265693e+02 1.973742868055092137e+00
9.013065326633165064e-01 1.162449019229479745e+02 2.021307789939864374e+00
9.131658291457286358e-01 1.170863270921709045e+02 2.069102858788816057e+00
9.250251256281406542e-01 1.179314532149746810e+02 2.117105276907778943e+00
9.368844221105527836e-01 1.187802184603697242e+02 2.165292020165626496e+00
9.487437185929646910e-01 1.196325603990717354e+02 2.213639803947154316e+00
9.606030150753768204e-01 1.204884160110996163e+02 2.262125057943173534e+00
9.724623115577888388e-01 1.213477216933661111e+02 2.310723908492832823e+00
9.843216080402009682e-01 1.222104132674339780e+02 2.359412167345648736e+00
9.961809045226129866e-01 1.230764259873303672e+02 2.408165325917689170e+00
1.008040201005025116e+00 1.239456945475067187e+02 2.456958554166415620e+00
1.019899497487437134e+00 1.248181530907950219e+02 2.505766703445490240e+00
1.031758793969849153e+00 1.256937352165805351e+02 2.554564312677642501e+00
1.043618090452261171e+00 1.265723739889635908e+02 2.603325617332742592e+00
1.055477386934673412e+00 1.274540019450560067e+02 2.652024560800652964e+00
1.067336683417085208e+00 1.283385511033557123e+02 2.700634807720557973e+00
1.079195979899497448e+00 1.292259529722377920e+02 2.749129758971562865e+00
1.091055276381909467e+00 1.301161385584546224e+02 2.797482568061656849e+00
1.102914572864321485e+00 1.310090383758124517e+02 2.845666158644182264e+00
1.114773869346733504e+00 1.319045824538643501e+02 2.893653242983065255e+00
1.126633165829145744e+00 1.328027003466868337e+02 2.941416341206620544e+00
1.138492462311557762e+00 1.337033211418056453e+02 2.988927801195176315e+00
1.150351758793969781e+00 1.346063734690851561e+02 3.036159818992927750e+00
1.162211055276382021e+00 1.355117855098123982e+02 3.083084459666524335e+00
1.174070351758793818e+00 1.364194850057447184e+02 3.129673678518980040e+00
1.185929648241206058e+00 1.373293992683356919e+02 3.175899342589446395e+00
1.197788944723618076e+00 1.382414551879355713e+02 3.221733252444377804e+00
1.209648241206030095e+00 1.391555792431299778e+02 3.267147164162600426e+00
1.221507537688442113e+00 1.400716975101222488e+02 3.312112811547410995e+00
1.233366834170854354e+00 1.409897356721940014e+02 3.356601928539130864e+00
1.245226130653266150e+00 1.419096190291602397e+02 3.400586271794581616e+00
1.257085427135678390e+00 1.428312725070500164e+02 3.444037643508438329e+00
1.268944723618090409e+00 1.437546206676543079e+02 3.486927914424520658e+00
1.280804020100502427e+00 1.446795877182594268e+02 3.529229047095091776e+00
1.292663316582914668e+00 1.456060975214131759e+02 3.570913119392674862e+00
