# z  DH  sigDH  DM  sigDM  DV  sigDV
1.599648241206030441e+00 1.805111709789616043e+03 1.044934615215607892e+02 4.594313426728498598e+03 1.427918976469645145e+02 3.935409580731251026e+03 1.114250480256822158e+02
1.609522613065326624e+00 1.798173648590643552e+03 1.054197366350648650e+02 4.612103516500400474e+03 1.431722847587846559e+02 3.948592061734509116e+03 1.123913304917220870e+02
1.619396984924623029e+00 1.791324409985439843e+03 1.063596651870590648e+02 4.629825535809702160e+03 1.435584305077714191e+02 3.961736688920734650e+03 1.133791296264631256e+02
1.629271356783919655e+00 1.784563315428073111e+03 1.073131235178628202e+02 4.647480358373615672e+03 1.439504478773514222e+02 3.974844743397194634e+03 1.143886472584224663e+02
1.639145728643216060e+00 1.777889692507825430e+03 1.082799961172973440e+02 4.665068851239429932e+03 1.443484496749991308e+02 3.987917494729107602e+03 1.154200817353576696e+02
1.649020100502512687e+00 1.771302875011488823e+03 1.092601755447192176e+02 4.682591874845398706e+03 1.447525485546329662e+02 4.000956201093536492e+03 1.164736280805778250e+02
1.658894472361809092e+00 1.764802202981358960e+03 1.102535623381479013e+02 4.700050283082222450e+03 1.451628570388576804e+02 4.013962109433415208e+03 1.175494781541394360e+02
1.668768844221105718e+00 1.758387022769063606e+03 1.112600649139681082e+02 4.717444923355085848e+03 1.455794875410472002e+02 4.026936455611651581e+03 1.186478208183288103e+02
1.678643216080402123e+00 1.752056687085356316e+03 1.122795994586753494e+02 4.734776636646201041e+03 1.460025523872645863e+02 4.039880464565193961e+03 1.197688421068935014e+02
1.688517587939698528e+00 1.745810555045994533e+03 1.133120898139415260e+02 4.752046257577829238e+03 1.464321638380176580e+02 4.052795350458997746e+03 1.209127253974544374e+02
1.698391959798995154e+00 1.739647992213988118e+03 1.143574673562327177e+02 4.769254614475733433e+03 1.468684341098500283e+02 4.065682316839929626e+03 1.220796515865734193e+02
1.708266331658291337e+00 1.733568370638221495e+03 1.154156708720587687e+02 4.786402529433031305e+03 1.473114753967701347e+02 4.078542556790443996e+03 1.232697992669433233e+02
1.718140703517587964e+00 1.727571068888600166e+03 1.164866464298343516e+02 4.803490818374414630e+03 1.477613998915210516e+02 4.091377253081996969e+03 1.244833449061808039e+02
1.728015075376884369e+00 1.721655472088110855e+03 1.175703472493540289e+02 4.820520291120694310e+03 1.482183198066962291e+02 4.104187578328334894e+03 1.257204630267835910e+02
1.737889447236180995e+00 1.715820971941385551e+03 1.186667335696063930e+02 4.837491751453653706e+03 1.486823473957073531e+02 4.116974695138203970e+03 1.269813263867390560e+02
1.747763819095477400e+00 1.710066966760522519e+03 1.197757725157139106e+02 4.854405997181163912e+03 1.491535949736113196e+02 4.129739756267900702e+03 1.282661061603558608e+02
1.757638190954774027e+00 1.704392861487900518e+03 1.208974379657570353e+02 4.871263820202540956e+03 1.496321749378055586e+02 4.142483904773345785e+03 1.295749721189627621e+02
1.767512562814070431e+00 1.698798067716105152e+03 1.220317104179209906e+02 4.888066006574113999e+03 1.501181997886002364e+02 4.155208274161615918e+03 1.309080928109872275e+02
1.777386934673366836e+00 1.693282003705388206e+03 1.231785768586790937e+02 4.904813336574976347e+03 1.506117821496790441e+02 4.167913988542150946e+03 1.322656357411522947e+02
1.787261306532663463e+00 1.687844094398438074e+03 1.243380306323469284e+02 4.921506584772901988e+03 1.511130347884587479e+02 4.180602162777333433e+03 1.336477675483749294e+02
1.797135678391959868e+00 1.682483771432685899e+03 1.255100713125433600e+02 4.938146520090384001e+03 1.516220706363602915e+02 4.193273902632489808e+03 1.350546541821257449e+02
1.807010050251256494e+00 1.677200473150400967e+03 1.266947045758486610e+02 4.954733905870800299e+03 1.521390028090042392e+02 4.205930304925414021e+03 1.364864610769157309e+02
1.816884422110552677e+00 1.671993644606438920e+03 1.278919420780339493e+02 4.971269499944649397e+03 1.526639446263437208e+02 4.218572457675172700e+03 1.379433533246916852e+02
1.826758793969849526e+00 1.666862737573933373e+03 1.291018013331218981e+02 4.987754054695867126e+03 1.531970096327492001e+02 4.231201440250345513e+03 1.394254958448958348e+02
1.836633165829145709e+00 1.661807210547922978e+03 1.303243055955203999e+02 5.004188317128177005e+03 1.537383116170591961e+02 4.243818323516551573e+03 1.409330535519891612e+02
1.846507537688442335e+00 1.656826528747065367e+03 1.315594837454331412e+02 5.020573028931480621e+03 1.542879646326126135e+02 4.256424169983335560e+03 1.424661915202598834e+02
1.856381909547738740e+00 1.651920164113475721e+03 1.328073701777500446e+02 5.036908926548241652e+03 1.548460830172769249e+02 4.269020033950289871e+03 1.440250751457850811e+02
1.866256281407035145e+00 1.647087595310881170e+03 1.340680046944840740e+02 5.053196741239871699e+03 1.554127814134888297e+02 4.281606961652530117e+03 1.456098703053633017e+02
1.876130653266331771e+00 1.642328307721008059e+03 1.353414324009750942e+02 5.069437199153081565e+03 1.559881747883228229e+02 4.294185991405333880e+03 1.472207435123856669e+02
1.886005025125628176e+00 1.637641793438514242e+03 1.366277036058625640e+02 5.085631021386192515e+03 1.565723784536038465e+02 4.306758153748119184e+03 1.488578620694926542e+02
1.895879396984924803e+00 1.633027551264258136e+03 1.379268737249321077e+02 5.101778924055391144e+03 1.571655080860802229e+02 4.319324471587522567e+03 1.505213942179831861e+02
1.905753768844221208e+00 1.628485086697328825e+03 1.392390031888800195e+02 5.117881618360905122e+03 1.577676797476735260e+02 4.331885960339835947e+03 1.522115092839148076e+02
1.915628140703517834e+00 1.624013911925590492e+03 1.405641573550613543e+02 5.133939810653100722e+03 1.583790099058215901e+02 4.344443628072524916e+03 1.539283778208991009e+02
1.925502512562814017e+00 1.619613545815033149e+03 1.419024064231712714e+02 5.149954202498478480e+03 1.589996154539313977e+02 4.356998475645003964e+03 1.556721717495260293e+02
1.935376884422110866e+00 1.615283513897875309e+03 1.432538253549251408e+02 5.165925490745553361e+03 1.596296137319585000e+02 4.369551496848550414e+03 1.574430644934681709e+02
1.945251256281407048e+00 1.611023348359550482e+03 1.446184937976789797e+02 5.181854367590617585e+03 1.602691225471288021e+02 4.382103678545397088e+03 1.592412311122436677e+02
1.955125628140703453e+00 1.606832588024640017e+03 1.459964960120270234e+02 5.197741520643368858e+03 1.609182601948204479e+02 4.394656000807008240e+03 1.610668484307114738e+02
1.965000000000000080e+00 1.602710778341830519e+03 1.473879208032847714e+02 5.213587632992388535e+03 1.615771454796205546e+02 4.407209437051520581e+03 1.629200951652914853e+02
